subscription_id,customer_id,plan_type,plan_mrr,subscription_start,subscription_end,churn_date,churn_reason,is_churned,renewal_count,last_renewal_date,discount_pct,contract_type
SUB_00000229,VP_C_00000214,Enterprise,12999.0,2025-02-03,,,,False,5,2025-03-05,10,Monthly
SUB_00000230,VP_C_00000215,Growth,4165.83,2024-03-18,,,,False,3,2024-06-16,10,Annual
SUB_00000231,VP_C_00000216,Growth,4165.83,2023-03-09,,,,False,4,2023-07-07,10,Annual
SUB_00000232,VP_C_00000217,Growth,4165.83,2023-04-15,,,,False,3,2023-07-14,0,Annual
SUB_00000233,VP_C_00000218,Growth,4165.83,2024-11-24,,,,False,2,2025-01-23,20,Annual
SUB_00000234,VP_C_00000219,Growth,4999.0,2023-02-27,2024-07-07,2024-07-07,Settlement delays,True,16,2024-06-21,0,Monthly
SUB_00000235,VP_C_00000220,Enterprise,10832.5,2024-07-26,,,,False,2,2024-09-24,0,Annual
SUB_00000236,VP_C_00000221,Growth,4999.0,2023-02-23,2024-02-04,2024-02-04,Switched to competitor,True,11,2024-01-19,15,Monthly
SUB_00000237,VP_C_00000222,Enterprise,12999.0,2023-10-29,2025-04-02,2025-04-02,Integration issues,True,17,2025-03-22,0,Monthly
SUB_00000238,VP_C_00000222,Enterprise,12999.0,2025-06-21,,,,False,5,2025-07-21,20,Monthly
SUB_00000239,VP_C_00000223,Enterprise,12999.0,2025-05-20,2025-05-28,2025-05-28,Switched to competitor,True,0,,0,Monthly
SUB_00000240,VP_C_00000224,Enterprise,10832.5,2024-01-26,,,,False,3,2024-04-25,10,Annual
SUB_00000241,VP_C_00000225,Starter,1665.83,2024-02-16,,,,False,3,2024-05-16,0,Annual
SUB_00000242,VP_C_00000226,Enterprise,12999.0,2023-04-09,2024-04-25,2024-04-25,Poor customer support,True,12,2024-04-03,0,Monthly
SUB_00000243,VP_C_00000227,Growth,4999.0,2024-09-24,,,,False,19,2026-04-17,15,Monthly
SUB_00000244,VP_C_00000228,Enterprise,10832.5,2025-02-09,2025-02-15,2025-02-15,Integration issues,True,0,,15,Annual
SUB_00000245,VP_C_00000229,Growth,4165.83,2024-02-25,,,,False,3,2024-05-25,15,Annual
SUB_00000246,VP_C_00000230,Enterprise,12999.0,2023-08-27,2023-09-03,2023-09-03,Integration issues,True,0,,10,Monthly
SUB_00000247,VP_C_00000231,Growth,4999.0,2025-06-04,2025-11-21,2025-11-21,Better deal elsewhere,True,5,2025-11-01,10,Monthly
SUB_00000248,VP_C_00000232,Growth,4165.83,2024-09-05,,,,False,2,2024-11-04,0,Annual
SUB_00000249,VP_C_00000233,Growth,4999.0,2025-03-17,2026-02-28,2026-02-28,Integration issues,True,11,2026-02-10,20,Monthly
SUB_00000250,VP_C_00000234,Enterprise,10832.5,2024-11-06,,,,False,2,2025-01-05,15,Annual
SUB_00000251,VP_C_00000235,Growth,4999.0,2024-09-30,2025-10-21,2025-10-21,Poor customer support,True,12,2025-09-25,10,Monthly
SUB_00000252,VP_C_00000236,Enterprise,12999.0,2023-01-11,,,,False,40,2026-04-25,5,Monthly
SUB_00000253,VP_C_00000237,Enterprise,12999.0,2024-04-09,2026-01-18,2026-01-18,Business closed,True,21,2025-12-30,25,Monthly
SUB_00000254,VP_C_00000238,Enterprise,12999.0,2024-01-29,,,,False,27,2026-04-18,10,Monthly
SUB_00000255,VP_C_00000239,Growth,4999.0,2024-04-20,2024-05-08,2024-05-08,Too expensive,True,0,,25,Monthly
SUB_00000256,VP_C_00000239,Growth,4165.83,2024-07-30,,,,False,4,2024-08-29,15,Annual
SUB_00000257,VP_C_00000240,Growth,4165.83,2025-03-25,,,,False,2,2025-05-24,5,Annual
SUB_00000258,VP_C_00000241,Enterprise,10832.5,2024-03-14,,,,False,3,2024-06-12,0,Annual
SUB_00000259,VP_C_00000242,Starter,1999.0,2025-06-20,,,,False,10,2026-04-16,25,Monthly
SUB_00000260,VP_C_00000243,Growth,4999.0,2024-09-27,2025-04-30,2025-04-30,Better deal elsewhere,True,7,2025-04-25,0,Monthly
SUB_00000261,VP_C_00000244,Growth,4999.0,2024-09-26,,,,False,19,2026-04-19,0,Monthly
SUB_00000262,VP_C_00000245,Growth,4999.0,2023-04-14,2024-03-03,2024-03-03,,True,10,2024-02-08,0,Monthly
SUB_00000263,VP_C_00000246,Starter,1999.0,2023-12-14,2024-07-27,2024-07-27,Too expensive,True,7,2024-07-11,0,Monthly
SUB_00000264,VP_C_00000247,Enterprise,12999.0,2024-10-28,2025-01-16,2025-01-16,Settlement delays,True,2,2024-12-27,5,Monthly
SUB_00000265,VP_C_00000248,Starter,1999.0,2025-08-18,,,,False,8,2026-04-15,5,Monthly
SUB_00000266,VP_C_00000249,Starter,1999.0,2024-11-22,2025-03-11,2025-03-11,Poor customer support,True,3,2025-02-20,15,Monthly
SUB_00000267,VP_C_00000250,Enterprise,12999.0,2025-03-12,2025-08-25,2025-08-25,Poor customer support,True,5,2025-08-09,25,Monthly
SUB_00000268,VP_C_00000251,Enterprise,12999.0,2023-01-27,2023-12-15,2023-12-15,,True,10,2023-11-23,25,Monthly
SUB_00000269,VP_C_00000252,Growth,4999.0,2024-04-09,2024-04-24,2024-04-24,Too expensive,True,0,,10,Monthly
SUB_00000270,VP_C_00000253,Starter,1665.83,2024-06-13,,,,False,2,2024-08-12,0,Annual
SUB_00000271,VP_C_00000254,Enterprise,12999.0,2023-12-03,2025-01-05,2025-01-05,,True,13,2024-12-27,0,Monthly
SUB_00000272,VP_C_00000255,Growth,4999.0,2024-08-24,,,,False,20,2026-04-16,0,Monthly
SUB_00000273,VP_C_00000256,Starter,1665.83,2023-07-17,,,,False,3,2023-10-15,15,Annual
SUB_00000274,VP_C_00000257,Enterprise,10832.5,2023-04-21,,,,False,3,2023-07-20,20,Annual
SUB_00000275,VP_C_00000258,Growth,4999.0,2023-04-16,2026-02-10,2026-02-10,Integration issues,True,34,2026-01-30,5,Monthly
SUB_00000276,VP_C_00000259,Growth,4999.0,2023-01-13,2023-08-29,2023-08-29,,True,7,2023-08-11,0,Monthly
SUB_00000277,VP_C_00000260,Growth,4999.0,2024-09-01,,,,False,20,2026-04-24,0,Monthly
SUB_00000278,VP_C_00000261,Starter,1665.83,2024-12-31,,,,False,2,2025-03-01,0,Annual
SUB_00000279,VP_C_00000262,Growth,4999.0,2023-03-11,2024-10-08,2024-10-08,Too expensive,True,19,2024-10-01,15,Monthly
SUB_00000280,VP_C_00000263,Starter,1999.0,2024-08-30,2025-12-08,2025-12-08,Better deal elsewhere,True,15,2025-11-23,0,Monthly
SUB_00000281,VP_C_00000264,Starter,1665.83,2025-03-19,,,,False,2,2025-05-18,15,Annual
SUB_00000282,VP_C_00000265,Growth,4999.0,2025-05-10,,,,False,11,2026-04-05,10,Monthly
SUB_00000283,VP_C_00000266,Starter,1999.0,2023-07-18,2026-03-18,2026-03-18,Too expensive,True,32,2026-03-04,15,Monthly
SUB_00000284,VP_C_00000267,Growth,4999.0,2025-07-15,,,,False,9,2026-04-11,0,Monthly
SUB_00000285,VP_C_00000268,Starter,1999.0,2024-08-09,,,,False,20,2026-04-01,10,Monthly
SUB_00000286,VP_C_00000269,Enterprise,12999.0,2023-05-10,2024-03-16,2024-03-16,Switched to competitor,True,10,2024-03-05,0,Monthly
SUB_00000287,VP_C_00000270,Growth,4165.83,2024-10-14,2024-11-08,2024-11-08,,True,0,,15,Annual
SUB_00000288,VP_C_00000271,Growth,4165.83,2024-06-05,,,,False,2,2024-08-04,10,Annual
SUB_00000289,VP_C_00000272,Starter,1665.83,2023-09-20,,,,False,3,2023-12-19,10,Annual
SUB_00000290,VP_C_00000273,Enterprise,12999.0,2023-12-30,2025-01-06,2025-01-06,Switched to competitor,True,12,2024-12-24,0,Monthly
SUB_00000291,VP_C_00000274,Enterprise,12999.0,2024-03-07,2024-05-12,2024-05-12,,True,2,2024-05-06,15,Monthly
SUB_00000292,VP_C_00000274,Growth,4165.83,2024-06-16,,,,False,6,2024-07-16,15,Annual
SUB_00000293,VP_C_00000275,Growth,4999.0,2024-05-07,2025-12-12,2025-12-12,Product missing features,True,19,2025-11-28,10,Monthly
SUB_00000294,VP_C_00000275,Growth,4999.0,2026-01-16,,,,False,6,2026-02-15,15,Monthly
SUB_00000295,VP_C_00000276,Starter,1999.0,2025-01-12,2026-02-14,2026-02-14,,True,13,2026-02-06,0,Monthly
SUB_00000296,VP_C_00000277,Growth,4999.0,2024-09-27,2025-04-15,2025-04-15,Switched to competitor,True,6,2025-03-26,0,Monthly
SUB_00000297,VP_C_00000277,Enterprise,12999.0,2025-07-02,,,,False,5,2025-08-01,0,Monthly
SUB_00000298,VP_C_00000278,Growth,4165.83,2024-03-31,,,,False,2,2024-05-30,0,Annual
SUB_00000299,VP_C_00000279,Enterprise,12999.0,2023-07-10,2024-02-01,2024-02-01,Integration issues,True,6,2024-01-06,5,Monthly
SUB_00000300,VP_C_00000280,Growth,4165.83,2023-09-06,2023-09-23,2023-09-23,Switched to competitor,True,0,,10,Annual
SUB_00000301,VP_C_00000281,Starter,1665.83,2023-05-21,,,,False,3,2023-08-19,0,Annual
SUB_00000302,VP_C_00000282,Enterprise,12999.0,2025-03-27,2025-10-04,2025-10-04,Product missing features,True,6,2025-09-23,15,Monthly
SUB_00000303,VP_C_00000283,Growth,4165.83,2023-02-15,,,,False,4,2023-06-15,0,Annual
SUB_00000304,VP_C_00000284,Starter,1665.83,2023-03-03,,,,False,4,2023-07-01,20,Annual
SUB_00000305,VP_C_00000285,Growth,4999.0,2023-05-11,2024-05-16,2024-05-16,Business closed,True,12,2024-05-05,0,Monthly
SUB_00000306,VP_C_00000286,Growth,4999.0,2023-11-16,,,,False,29,2026-04-04,25,Monthly
SUB_00000307,VP_C_00000287,Growth,4999.0,2024-08-21,2025-05-06,2025-05-06,Business closed,True,8,2025-04-18,0,Monthly
SUB_00000308,VP_C_00000287,Growth,4165.83,2025-08-03,,,,False,6,2025-09-02,0,Annual
SUB_00000309,VP_C_00000288,Growth,4999.0,2024-03-22,2024-04-05,2024-04-05,Business closed,True,0,,25,Monthly
SUB_00000310,VP_C_00000289,Starter,1999.0,2024-06-09,2024-08-25,2024-08-25,Poor customer support,True,2,2024-08-08,0,Monthly
SUB_00000311,VP_C_00000290,Starter,1999.0,2025-09-09,2026-01-23,2026-01-23,Product missing features,True,4,2026-01-07,20,Monthly
SUB_00000312,VP_C_00000291,Growth,4165.83,2024-10-29,,,,False,2,2024-12-28,10,Annual
SUB_00000313,VP_C_00000292,Starter,1665.83,2025-02-11,,,,False,2,2025-04-12,0,Annual
SUB_00000314,VP_C_00000293,Enterprise,10832.5,2024-01-02,,,,False,3,2024-04-01,10,Annual
SUB_00000315,VP_C_00000294,Starter,1665.83,2023-11-15,,,,False,3,2024-02-13,25,Annual
SUB_00000316,VP_C_00000295,Growth,4165.83,2024-08-20,,,,False,2,2024-10-19,20,Annual
SUB_00000317,VP_C_00000296,Growth,4999.0,2025-06-25,,,,False,10,2026-04-21,0,Monthly
SUB_00000318,VP_C_00000297,Enterprise,12999.0,2024-07-08,2024-09-01,2024-09-01,Settlement delays,True,1,2024-08-07,25,Monthly
SUB_00000319,VP_C_00000297,Growth,4999.0,2024-11-06,,,,False,3,2024-12-06,15,Monthly
SUB_00000320,VP_C_00000298,Growth,4165.83,2025-03-05,,,,False,2,2025-05-04,10,Annual
SUB_00000321,VP_C_00000299,Growth,4165.83,2023-05-30,,,,False,3,2023-08-28,0,Annual
SUB_00000322,VP_C_00000300,Enterprise,12999.0,2023-05-31,2025-11-09,2025-11-09,Switched to competitor,True,29,2025-10-17,5,Monthly
SUB_00000323,VP_C_00000300,Enterprise,12999.0,2026-01-23,,,,False,2,2026-02-22,15,Monthly
SUB_00000324,VP_C_00000301,Growth,4165.83,2024-04-25,,,,False,2,2024-06-24,0,Annual
SUB_00000325,VP_C_00000302,Starter,1999.0,2023-11-13,2023-12-03,2023-12-03,Poor customer support,True,0,,0,Monthly
SUB_00000326,VP_C_00000303,Growth,4165.83,2024-09-09,,,,False,2,2024-11-08,15,Annual
SUB_00000327,VP_C_00000304,Growth,4165.83,2023-12-18,,,,False,3,2024-03-17,0,Annual
SUB_00000328,VP_C_00000305,Growth,4165.83,2023-10-26,,,,False,3,2024-01-24,0,Annual
SUB_00000329,VP_C_00000306,Starter,1665.83,2024-01-13,,,,False,3,2024-04-12,0,Annual
SUB_00000330,VP_C_00000307,Starter,1665.83,2025-09-20,,,,False,1,2025-10-20,15,Annual
SUB_00000331,VP_C_00000308,Starter,1999.0,2023-01-09,2025-09-12,2025-09-12,Product missing features,True,32,2025-08-26,0,Monthly
SUB_00000332,VP_C_00000309,Starter,1999.0,2024-06-14,,,,False,22,2026-04-05,0,Monthly
SUB_00000333,VP_C_00000310,Growth,4165.83,2024-08-23,,,,False,2,2024-10-22,5,Annual
SUB_00000334,VP_C_00000311,Enterprise,12999.0,2024-11-04,2024-11-19,2024-11-19,Switched to competitor,True,0,,25,Monthly
SUB_00000335,VP_C_00000312,Growth,4999.0,2024-11-25,2025-01-08,2025-01-08,Business closed,True,1,2024-12-25,5,Monthly
SUB_00000336,VP_C_00000313,Starter,1665.83,2023-05-29,,,,False,3,2023-08-27,0,Annual
SUB_00000337,VP_C_00000314,Starter,1999.0,2023-02-28,2025-02-15,2025-02-15,Integration issues,True,23,2025-01-18,25,Monthly
SUB_00000338,VP_C_00000315,Growth,4999.0,2023-09-01,2023-09-21,2023-09-21,Settlement delays,True,0,,0,Monthly
SUB_00000339,VP_C_00000316,Enterprise,12999.0,2024-06-03,,,,False,23,2026-04-24,0,Monthly
SUB_00000340,VP_C_00000317,Enterprise,12999.0,2025-04-18,,,,False,12,2026-04-13,15,Monthly
SUB_00000341,VP_C_00000318,Growth,4999.0,2025-05-05,2025-07-18,2025-07-18,Settlement delays,True,2,2025-07-04,0,Monthly
SUB_00000342,VP_C_00000318,Growth,4165.83,2025-10-05,,,,False,2,2025-11-04,15,Annual
SUB_00000343,VP_C_00000319,Growth,4165.83,2024-07-26,,,,False,2,2024-09-24,0,Annual
SUB_00000344,VP_C_00000320,Growth,4999.0,2025-05-29,2025-06-11,2025-06-11,Switched to competitor,True,0,,0,Monthly
SUB_00000345,VP_C_00000321,Growth,4165.83,2023-02-25,,,,False,4,2023-06-25,20,Annual
SUB_00000346,VP_C_00000322,Growth,4999.0,2024-03-08,2025-10-06,2025-10-06,Switched to competitor,True,19,2025-09-29,10,Monthly
SUB_00000347,VP_C_00000323,Enterprise,10832.5,2023-12-19,,,,False,3,2024-03-18,0,Annual
SUB_00000348,VP_C_00000324,Enterprise,10832.5,2023-07-20,,,,False,3,2023-10-18,0,Annual
SUB_00000349,VP_C_00000325,Growth,4999.0,2025-09-26,2026-02-07,2026-02-07,Business closed,True,4,2026-01-24,20,Monthly
SUB_00000350,VP_C_00000326,Growth,4999.0,2023-07-25,2025-03-21,2025-03-21,Better deal elsewhere,True,20,2025-03-16,20,Monthly
SUB_00000351,VP_C_00000327,Starter,1999.0,2024-10-17,2024-11-13,2024-11-13,Too expensive,True,0,,20,Monthly
SUB_00000352,VP_C_00000328,Growth,4999.0,2025-07-19,2026-03-10,2026-03-10,,True,7,2026-02-14,25,Monthly
SUB_00000353,VP_C_00000329,Growth,4999.0,2023-07-26,,,,False,33,2026-04-11,0,Monthly
SUB_00000354,VP_C_00000330,Enterprise,12999.0,2025-03-15,2025-04-03,2025-04-03,Switched to competitor,True,0,,20,Monthly
SUB_00000355,VP_C_00000331,Enterprise,12999.0,2023-03-12,2024-06-20,2024-06-20,Better deal elsewhere,True,15,2024-06-04,0,Monthly
SUB_00000356,VP_C_00000332,Enterprise,12999.0,2023-12-16,2025-05-30,2025-05-30,Switched to competitor,True,17,2025-05-09,15,Monthly
SUB_00000357,VP_C_00000333,Enterprise,12999.0,2023-07-13,2025-05-24,2025-05-24,Settlement delays,True,22,2025-05-03,0,Monthly
SUB_00000358,VP_C_00000334,Growth,4165.83,2024-11-14,,,,False,2,2025-01-13,5,Annual
SUB_00000359,VP_C_00000335,Enterprise,12999.0,2024-05-02,2025-04-24,2025-04-24,Poor customer support,True,11,2025-03-28,5,Monthly
SUB_00000360,VP_C_00000336,Growth,4999.0,2024-12-12,2025-01-16,2025-01-16,Business closed,True,1,2025-01-11,0,Monthly
SUB_00000361,VP_C_00000336,Enterprise,10832.5,2025-03-18,,,,False,4,2025-04-17,15,Annual
SUB_00000362,VP_C_00000337,Growth,4165.83,2024-12-09,,,,False,2,2025-02-07,0,Annual
SUB_00000363,VP_C_00000338,Starter,1999.0,2025-10-02,,,,False,6,2026-03-31,25,Monthly
SUB_00000364,VP_C_00000339,Starter,1999.0,2024-04-23,2024-07-07,2024-07-07,,True,2,2024-06-22,0,Monthly
SUB_00000365,VP_C_00000339,Growth,4999.0,2024-10-03,,,,False,5,2024-11-02,0,Monthly
SUB_00000366,VP_C_00000340,Growth,4999.0,2024-09-06,,,,False,20,2026-04-29,0,Monthly
SUB_00000367,VP_C_00000341,Growth,4999.0,2024-12-10,,,,False,16,2026-04-04,0,Monthly
SUB_00000368,VP_C_00000342,Growth,4165.83,2023-12-06,,,,False,3,2024-03-05,0,Annual
SUB_00000369,VP_C_00000343,Enterprise,12999.0,2025-05-22,2026-01-05,2026-01-05,Product missing features,True,7,2025-12-18,10,Monthly
SUB_00000370,VP_C_00000344,Enterprise,12999.0,2024-08-15,,,,False,20,2026-04-07,0,Monthly
SUB_00000371,VP_C_00000345,Growth,4999.0,2024-08-02,,,,False,21,2026-04-24,0,Monthly
SUB_00000372,VP_C_00000346,Starter,1665.83,2025-09-13,,,,False,1,2025-10-13,25,Annual
SUB_00000373,VP_C_00000347,Enterprise,10832.5,2023-12-10,,,,False,3,2024-03-09,5,Annual
SUB_00000374,VP_C_00000348,Growth,4999.0,2024-09-22,,,,False,19,2026-04-15,25,Monthly
SUB_00000375,VP_C_00000349,Growth,4165.83,2023-11-03,2023-11-27,2023-11-27,Too expensive,True,0,,10,Annual
SUB_00000376,VP_C_00000350,Growth,4999.0,2024-03-04,2024-07-29,2024-07-29,Integration issues,True,4,2024-07-02,20,Monthly
SUB_00000377,VP_C_00000351,Starter,1665.83,2023-12-03,,,,False,3,2024-03-02,0,Annual
SUB_00000378,VP_C_00000352,Starter,1999.0,2023-06-16,2023-07-05,2023-07-05,,True,0,,15,Monthly
SUB_00000379,VP_C_00000353,Starter,1999.0,2023-04-18,2023-05-01,2023-05-01,Business closed,True,0,,10,Monthly
SUB_00000380,VP_C_00000353,Enterprise,12999.0,2023-06-27,,,,False,4,2023-07-27,10,Monthly
SUB_00000381,VP_C_00000354,Starter,1999.0,2024-04-10,,,,False,24,2026-03-31,0,Monthly
SUB_00000382,VP_C_00000355,Starter,1999.0,2025-06-16,,,,False,10,2026-04-12,15,Monthly
SUB_00000383,VP_C_00000356,Growth,4999.0,2025-03-19,,,,False,13,2026-04-13,0,Monthly
SUB_00000384,VP_C_00000357,Enterprise,12999.0,2025-07-21,,,,False,9,2026-04-17,10,Monthly
SUB_00000385,VP_C_00000358,Growth,4999.0,2023-02-13,,,,False,39,2026-04-28,0,Monthly
SUB_00000386,VP_C_00000359,Growth,4999.0,2024-05-22,2025-06-12,2025-06-12,Switched to competitor,True,12,2025-05-17,15,Monthly
SUB_00000387,VP_C_00000360,Enterprise,10832.5,2023-08-13,,,,False,3,2023-11-11,5,Annual
SUB_00000388,VP_C_00000361,Growth,4999.0,2025-07-31,,,,False,9,2026-04-27,5,Monthly
SUB_00000389,VP_C_00000362,Growth,4165.83,2023-01-04,,,,False,4,2023-05-04,0,Annual
SUB_00000390,VP_C_00000363,Growth,4999.0,2024-10-16,2025-06-21,2025-06-21,Better deal elsewhere,True,8,2025-06-13,0,Monthly
SUB_00000391,VP_C_00000364,Growth,4165.83,2023-08-17,,,,False,3,2023-11-15,0,Annual
SUB_00000392,VP_C_00000365,Enterprise,10832.5,2024-12-10,,,,False,2,2025-02-08,0,Annual
SUB_00000393,VP_C_00000366,Starter,1665.83,2023-08-24,,,,False,3,2023-11-22,20,Annual
SUB_00000394,VP_C_00000367,Enterprise,10832.5,2024-04-22,,,,False,2,2024-06-21,15,Annual
SUB_00000395,VP_C_00000368,Growth,4165.83,2024-09-30,,,,False,2,2024-11-29,5,Annual
SUB_00000396,VP_C_00000369,Enterprise,10832.5,2023-08-07,,,,False,3,2023-11-05,0,Annual
SUB_00000397,VP_C_00000370,Starter,1665.83,2023-09-02,,,,False,3,2023-12-01,0,Annual
SUB_00000398,VP_C_00000371,Growth,4999.0,2024-05-07,2024-09-26,2024-09-26,Business closed,True,4,2024-09-04,25,Monthly
SUB_00000399,VP_C_00000372,Growth,4999.0,2025-01-22,,,,False,15,2026-04-17,20,Monthly
SUB_00000400,VP_C_00000373,Growth,4999.0,2025-02-25,,,,False,14,2026-04-21,10,Monthly
SUB_00000401,VP_C_00000374,Enterprise,12999.0,2025-09-02,2026-01-09,2026-01-09,Business closed,True,4,2025-12-31,10,Monthly
SUB_00000402,VP_C_00000375,Growth,4165.83,2025-04-14,,,,False,1,2025-05-14,0,Annual
SUB_00000403,VP_C_00000376,Growth,4165.83,2023-12-06,2025-12-19,2025-12-19,Better deal elsewhere,True,2,2024-02-04,5,Annual
SUB_00000404,VP_C_00000377,Enterprise,12999.0,2025-04-06,,,,False,12,2026-04-01,5,Monthly
SUB_00000405,VP_C_00000378,Starter,1999.0,2025-01-27,2025-06-06,2025-06-06,Better deal elsewhere,True,4,2025-05-27,10,Monthly
SUB_00000406,VP_C_00000379,Growth,4165.83,2024-01-20,,,,False,3,2024-04-19,0,Annual
SUB_00000407,VP_C_00000380,Starter,1999.0,2023-07-30,2023-08-06,2023-08-06,Integration issues,True,0,,0,Monthly
SUB_00000408,VP_C_00000381,Growth,4165.83,2024-02-14,,,,False,3,2024-05-14,10,Annual
SUB_00000409,VP_C_00000382,Starter,1999.0,2023-07-08,2024-01-26,2024-01-26,Better deal elsewhere,True,6,2024-01-04,25,Monthly
SUB_00000410,VP_C_00000383,Starter,1999.0,2025-04-25,2025-05-01,2025-05-01,Poor customer support,True,0,,0,Monthly
SUB_00000411,VP_C_00000384,Growth,4165.83,2023-01-07,2023-01-19,2023-01-19,Business closed,True,0,,25,Annual
SUB_00000412,VP_C_00000385,Growth,4999.0,2024-01-07,,,,False,28,2026-04-26,20,Monthly
SUB_00000413,VP_C_00000386,Growth,4999.0,2023-01-11,2024-02-27,2024-02-27,Too expensive,True,13,2024-02-05,10,Monthly
SUB_00000414,VP_C_00000386,Enterprise,12999.0,2024-05-26,,,,False,3,2024-06-25,20,Monthly
SUB_00000415,VP_C_00000387,Starter,1999.0,2023-03-17,,,,False,37,2026-03-31,15,Monthly
SUB_00000416,VP_C_00000388,Growth,4999.0,2024-01-02,2024-04-17,2024-04-17,,True,3,2024-04-01,15,Monthly
SUB_00000417,VP_C_00000389,Growth,4999.0,2023-01-31,2023-06-10,2023-06-10,Better deal elsewhere,True,4,2023-05-31,0,Monthly
SUB_00000418,VP_C_00000390,Growth,4999.0,2024-07-22,,,,False,21,2026-04-13,0,Monthly
SUB_00000419,VP_C_00000391,Growth,4165.83,2023-04-28,,,,False,3,2023-07-27,10,Annual
SUB_00000420,VP_C_00000392,Starter,1665.83,2023-05-26,,,,False,3,2023-08-24,0,Annual
SUB_00000421,VP_C_00000393,Starter,1665.83,2023-10-25,2024-10-31,2024-10-31,Too expensive,True,1,2023-11-24,0,Annual
SUB_00000422,VP_C_00000394,Enterprise,10832.5,2024-03-26,,,,False,3,2024-06-24,0,Annual
SUB_00000423,VP_C_00000395,Growth,4999.0,2023-07-19,2023-09-29,2023-09-29,Product missing features,True,2,2023-09-17,0,Monthly
SUB_00000424,VP_C_00000395,Starter,1665.83,2023-12-05,,,,False,6,2024-01-04,15,Annual
SUB_00000425,VP_C_00000396,Growth,4999.0,2024-10-08,,,,False,18,2026-04-01,25,Monthly
SUB_00000426,VP_C_00000397,Starter,1665.83,2024-08-22,2024-09-08,2024-09-08,Settlement delays,True,0,,15,Annual
SUB_00000427,VP_C_00000397,Growth,4999.0,2024-11-02,,,,False,6,2024-12-02,15,Monthly
SUB_00000428,VP_C_00000398,Growth,4999.0,2025-07-23,2025-09-10,2025-09-10,Poor customer support,True,1,2025-08-22,0,Monthly
SUB_00000429,VP_C_00000399,Starter,1665.83,2025-02-22,2026-03-21,2026-03-21,Business closed,True,1,2025-03-24,15,Annual
SUB_00000430,VP_C_00000400,Enterprise,12999.0,2024-01-04,,,,False,28,2026-04-23,10,Monthly
SUB_00000431,VP_C_00000401,Starter,1999.0,2023-02-14,2023-02-19,2023-02-19,Too expensive,True,0,,5,Monthly
SUB_00000432,VP_C_00000402,Enterprise,10832.5,2025-09-25,,,,False,1,2025-10-25,25,Annual
SUB_00000433,VP_C_00000403,Growth,4999.0,2023-01-31,2024-10-07,2024-10-07,Business closed,True,20,2024-09-22,0,Monthly
SUB_00000434,VP_C_00000404,Growth,4999.0,2023-07-23,2023-12-15,2023-12-15,Switched to competitor,True,4,2023-11-20,0,Monthly
SUB_00000435,VP_C_00000404,Growth,4165.83,2024-02-05,,,,False,1,2024-03-06,20,Annual
SUB_00000436,VP_C_00000405,Starter,1665.83,2023-07-22,,,,False,3,2023-10-20,5,Annual
SUB_00000437,VP_C_00000406,Growth,4165.83,2023-10-18,,,,False,3,2024-01-16,0,Annual
SUB_00000438,VP_C_00000407,Growth,4999.0,2023-06-28,2025-07-15,2025-07-15,,True,24,2025-06-17,10,Monthly
SUB_00000439,VP_C_00000408,Growth,4999.0,2023-08-13,2025-01-24,2025-01-24,Better deal elsewhere,True,17,2025-01-04,5,Monthly
SUB_00000440,VP_C_00000409,Enterprise,12999.0,2025-06-25,2025-11-06,2025-11-06,,True,4,2025-10-23,25,Monthly
SUB_00000441,VP_C_00000409,Growth,4165.83,2026-01-05,,,,False,1,2026-02-04,0,Annual
SUB_00000442,VP_C_00000410,Growth,4999.0,2023-09-26,2024-07-19,2024-07-19,Switched to competitor,True,9,2024-06-22,10,Monthly
SUB_00000443,VP_C_00000410,Growth,4165.83,2024-09-14,,,,False,4,2024-10-14,0,Annual
SUB_00000444,VP_C_00000411,Growth,4165.83,2025-01-06,,,,False,2,2025-03-07,0,Annual
SUB_00000445,VP_C_00000412,Starter,1999.0,2023-06-28,2023-12-15,2023-12-15,Integration issues,True,5,2023-11-25,20,Monthly
SUB_00000446,VP_C_00000413,Growth,4999.0,2023-12-14,2024-02-02,2024-02-02,Integration issues,True,1,2024-01-13,5,Monthly
SUB_00000447,VP_C_00000414,Growth,4165.83,2025-05-17,,,,False,1,2025-06-16,10,Annual
SUB_00000448,VP_C_00000415,Growth,4165.83,2024-07-21,,,,False,2,2024-09-19,20,Annual
SUB_00000449,VP_C_00000416,Enterprise,10832.5,2023-09-09,,,,False,3,2023-12-08,25,Annual
